Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/25/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.007636899,0.056123043,0.219998526,0.539065541,2.750648071,3.836864509,6.554796477,7.268399878,8.518077815,9.987424077,11.14086254,11.48400928,17.34956617,22.29,33.82,39.08,40.1,42.7,40.30189522,44.03,44.92,51.20542499,54,59.9506309,61.80553132,63.62841477,65.54188027,67.509728,
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.008504578,0.033412305,0.24623258,0.403429701,1.19038044,1.952497608,3.076430611,7.578762957,8.96694917,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.85260091,45.46174069,50.45041218,55.05433424,59.9505036,65.25179796,71.10782528,
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.005844253,0.028585702,0.055946029,0.136912963,1.103405994,1.431608803,1.982253196,2.52400566,4.332275746,4.857672267,5.243628452,5.397636329,5.740586325,5.97,6.22,9,25,29,30.8,32.7,34.7,36.9,39.2,41.6,44.1,43.02661187,47.11190815,52.67573808,
Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,20.24393947,21.60152718,26.97033263,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.002067023,0.100588321,0.234958542,0.667113315,0.835249302,0.904103545,1.321656935,1.374404668,1.507912772,1.716190476,1.754487261,1.790559361,1.15,1.61,1.28,2,3.5,5.1,6.5,7.9,9.601538462,11.20919659,,19.97827095,27.73001017,32.05416291,
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.005229468,0.052127181,0.129961704,0.389098144,0.647752333,1.295200255,2.073465474,4.102272002,5.45644373,7.285428708,9.900669707,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.94999897,62.30999727,62.8492,66.6,67.99698716,73.3007041,75.98536595,77.54173454,80.43590688,83.18488715,85.37490736,
Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.000126136,0.00037749,0.004874312,0.014070831,0.028882411,0.0741361,0.124009809,0.187167964,0.361293882,0.640657078,0.967062626,1.687963796,2.400874707,3.169282974,3.409781997,4.019297296,5.031602606,6.081354427,7.322118298,8.818103664,10.90524457,12.88687256,15.90768209,18.82029295,22.67316169,26.0474746,30.37223253,35.17308292,
Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.027254662,0.135102783,0.268160428,1.331822159,2.647646679,5.265682651,10.47464821,15.63003092,17.54764757,19.70702566,22.13073823,23.40005045,25.44241821,27.86,38,41.5,45.3,48,68.9999826,68.99999,69,63.46633538,68.6438072,68.74077314,70.85639974,77.73643937,,,
"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10023057,0.250426501,0.450161608,0.718905754,1.494334529,2.98087767,4.953001955,9.870446442,14.74233784,16.43046769,18.08713656,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.24999688,60.33999749,62.0956,64.59,68.63286148,70.42356709,73.79121395,74.66096815,75.34637794,78.26166044,82.30902804,
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.020359612,0.099576719,0.194904951,0.38165732,0.747630712,1.098793836,1.794969598,2.111942082,3.452438431,7.907007861,7.962073884,11.21,14.27,18.9,19.8,24.76351588,29.34,36.9,43,49.71630466,53.40412748,61.07575622,64.99354302,68.51762842,73.95751114,77.01838621,
West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,1.111306207,1.836854839,3.100092235,4.130616356,4.400904826,16.005,18.41,21.176,24.358,32.23,37.4,41.08,43.4,46.6,53.67,56.7,59.9,63.3,64.39999371,70.6225837,74.6,,
Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.002853803,0.003343497,0.015256388,0.132181306,0.285948065,0.611475105,0.869306093,1.456718361,1.880467793,4.001816869,4.564522787,5.19942824,5.630562498,6.552273362,7.447219131,8.731999659,10.90428097,12.98458725,17.64295399,20.68801932,21.9648245,24.6382986,27.88712358,31.94289851,40.5441318,,55.03010204,61.16605934,65.23708553,
Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268184008,0.433871053,0.686176732,0.974165327,1.96528213,3.708284096,6.801857804,10.65113485,15.87649965,22.89709165,30.53916746,36.63973575,44.68782247,49.78341965,54.97295187,58.5016687,60.4128645,65.65548135,67.64005279,68.8423346,70.95500059,71.39906816,74.20812426,75.69698196,77.36962893,78.67997005,83.18125721,84.41154906,85.97993559,87.46992284,88.63440368,89.19636441,
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.090971944,0.21438525,1.316164696,3.448900232,6.357063545,6.251588946,8.200216486,14.12429379,17.88453743,21.54218547,25.10796425,28.59,33.87,44.6,49,49,52.87663059,56.8,60.68,64.56020975,68.44041949,72.70389531,,,,,
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.190209535,0.930185833,3.083749186,3.52002985,4.070728915,4.863679179,6.170268561,10.22612893,19.24233642,20.70164785,24.73349378,28.97411271,37,44.3,53.1,69,69,69.3,85.3,91.49,92.88482645,95.12466217,97.38884917,99.65284913,99.65280421,99.65284913,100,
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.003703214,0.026300162,0.074952756,0.221622649,0.445444676,2.237649473,2.697580217,3.613717291,4.538669029,6.58,8.9,15,21.5,24.66,28.3,32.42,36.6,39.93,40.00999678,45.87999425,49.7645,54.08,55.76315563,59.50395129,63.74728218,70.68127793,73.65747575,78.45526895,83.5904265,
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000672532,0.013447238,0.053817493,0.148151042,0.26975293,0.472963763,0.812744451,1.018984614,1.977230109,2.944367787,4.128271818,8.298860616,12.8593889,15.2266732,18.02327746,24.66,32,42.55,49,58,66,67.97,70.52,70.09924123,73.09143462,76.00813853,80.86472187,82.64216187,84.99466978,88.21384569,
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.000883372,0.001625791,0.011763573,0.067176482,0.06283146,0.24067241,0.292784719,0.356918467,0.430854243,0.556041165,,2.115387178,4.5,7.7,8,7,8.023854277,9,10.6,12.5,14.6,17.2,19.2,21.35801007,23.8,30.46181693,
South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8.47208E-05,0.000165773,0.000851278,0.019977267,0.040563748,0.060038244,0.116990402,0.22607284,0.475420662,0.670682911,1.476901815,1.874251173,2.224307598,2.586916771,3.020636497,4.007624014,4.432263319,5.142473141,7.169207591,9.220739374,10.0980445,11.30304582,12.83055071,14.1987495,16.20371292,18.01222168,20.22645891,27.99036119,39.24174856,42.84727418,
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.010956134,0.026732651,0.052099031,0.101429893,0.49358534,2.210691809,4.681053166,6.38470502,8.001582891,10.234533,12.70503599,19.45955435,30,36,38,41,47.5,54,60.5,64.71365737,69.6162358,74.87927469,94.17559961,93.31000185,95.7247356,97.8623325,100,
Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.001231819,0.004805071,0.008794581,0.025785032,0.140185224,0.439477639,0.538471703,0.791561615,1.292040678,,8.66,,,,,,,,,14.09999994,18.6,24.6,25.9,28.4,,
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.000692848,0.011238219,0.027347441,0.079871379,0.311090952,0.403967486,0.983794059,1.006454537,2.10143643,4.38602398,4.786684083,5.611738652,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7,21.7,25.66476804,29.64312367,35.3,36.23662727,47.17942509,58.05481906,
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.161504498,0.471368155,0.763278139,1.185203797,2.873418722,8.34995903,13.47162042,19.59076716,24.15543693,36,41.67042518,47,53.83794329,62,61,59,69.9,69,69,71,71,72,80.90205685,82.1,83.2,84.45226789,84.45226789,88.16563603,88.94925269,92.00434653,91.09937794,
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.02487191,0.268683585,0.391923246,0.508292797,0.494541498,0.481296806,0.468551964,0.501919843,0.555609882,0.649672673,0.844307573,1.646347989,2,3,4,5,6,6.9974,8,9,10.00046498,11.00090227,11.92422906,,28.19552918,35.88145793,36.131954,
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.002506116,0.004987835,0.014805065,0.048490656,0.118254246,0.160264445,0.176198957,0.190173282,0.203007681,0.21539161,0.227669467,0.239834699,0.25,0.26,0.58,0.9,2.5,4,6.057298984,6.344421603,11.77318438,13.23693043,15.8,16.8,18,,
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.086389581,0.256960679,0.425253672,0.845428741,1.177397269,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.32138772,23.1093,24.76171215,26.80260496,28.99707305,33.8207289,43.8,50.49119407,54.60136976,62.88028717,
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.362132711,1.428075186,1.41854848,1.408557941,42.80331575,48.79949531,50.34166909,50.83483994,50.00345304,50.56634304,50.2595642,50.20865936,50.36482211,54.52,54.21,,49.6,,,,,,60.18230126,,67.85071029,70.48342785,74.8623274,
Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00150955,0.002948713,0.00716442,0.013910394,0.02,0.079039179,0.115614213,0.376198003,1.053454744,1.077327839,1.100216368,1.122235622,1.142687372,1.160610542,,1.25,1.3767,1.5,1.63,1.76,1.88,2.004048698,,,,,
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.45036418,62.07508046,65.3170254,67.05684137,70.33083553,73.36070915,77.41677362,78.36804864,81.16587697,
Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.001033531,0.003006454,0.008725656,0.018914047,0.05162691,0.072239921,0.134945763,0.244446514,0.373264209,0.516081459,0.655311985,0.837585115,1.113261831,1.492650114,2.013220481,2.655325778,3.366140568,3.664938299,4.3129981,6.134059451,7.592752851,9.280810235,11.1552597,13.36505418,16.00779869,18.63263384,21.2666441,24.82079556,27.7604684,31.82020991,35.85728551,
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.6,3,3.5,4.1,4.8,5.6,6.5,,
Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00103339,0.003006051,0.008724506,0.018911593,0.051620304,0.072317886,0.135088536,0.244727115,0.373976533,0.516909538,0.65654494,0.839168617,1.114832948,1.495270272,2.015888472,2.659157032,3.369998386,3.669101868,4.3129981,6.137967844,7.596635252,9.28488742,11.1593891,13.36898543,16.01170993,18.63630831,21.2702329,24.8252702,27.7649274,31.82428951,35.86173873,
Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.005135943,0.020692788,0.04573143,0.138748567,0.343854478,0.714586394,1.241268565,2.227927759,3.05343308,4.798327185,6.312012765,8.677469749,10.2246089,11.91308835,13.38640998,15.04154284,17.17440252,19.77243644,22.14499619,25.46835328,29.57411915,32.23589489,36.41943539,40.2043424,43.7717254,47.46981584,51.90214605,59.32026938,62.30398071,65.50849814,68.21972181,
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0.295847047,0.363203161,4.638516816,6.310917888,7.580665169,10.16184431,13.32285269,13.75948422,14.18201978,14.5904832,15.48,16.41,18.75,20.1612,21.5724,23,24.41,25.82,28,29.9312292,30.081,30.23161545,40.31067242,51.20409155,
Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.114720735,0.226306297,1.003086936,1.670148436,1.891871357,2.506411052,3.064448389,4.161568745,4.719875395,6.076047814,6.403086288,9.499626942,14.11,21.06,31.36,31.59,32,34.6812,37.4,40.08,42.76382778,45.4,48.94517397,53.8,56.80248377,62.08563779,65.93980141,
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.127829232,0.318509704,0.523210163,0.783290109,1.173381014,2.689809786,5.437758139,9.426803201,12.52832185,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70,75.71,74.43999717,76.70999012,77.8826,79.98,77.63468203,80.47585728,81.62566752,80.44892248,82.8536605,89.92090413,88.92560523,
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.409792399,1.071570172,2.898985609,5.072272271,7.591923004,10.10460285,12.61093843,15.11025956,30.17591047,27.83888542,31.85479301,40.81,46.81,54.01,56.74,58,64,70,67.33999481,68.34997453,72.6756,71.59,73.09865997,75.49850426,78.88542636,79.7499766,83.1083578,86.60130109,89.00399524,
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.584192066,1.160519453,1.497871352,1.716364182,3.412810096,5.098024244,9.04359976,23.72794756,33.46751233,41.43278316,45.68765221,51.76566494,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.76998606,93.17998801,94.7836,92.52,90.61019664,89.65094761,93.00626697,89.24696316,94.49344341,94.53943122,88.30778589,
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00103175,0.050399009,0.088545986,0.096099605,0.4707176,0.926191777,1.28159005,1.816203807,2.437073851,3.228685073,3.696961073,3.696538789,4.1,6.85,8.94,11.04,18.13,20.78178258,24.7,25,25.64304231,28.57,35.3,43.7,54.0343672,56.42093688,58.91291568,
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.651474286,1.28295593,2.526177514,6.229054803,7.395629183,11.01510293,14.30417083,14.59250432,24.27213922,25.41326815,34.95197117,38.38,40.44,,41,43.16400446,47.076,50.4,51.25470199,54.25961786,56.51470815,58.76981124,70.1,74.75631315,75.46919577,81.59307191,
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032607814,0.063687286,0.124295462,0.18169858,0.35375913,2.093101019,3.397972614,4.321593778,5.648106049,7.832551569,11.5,14,17.3,20.7,22.5,24.3001,26.2,28.09,29.97979724,31.86962727,32.7,33.77,34.65,35.78,,
Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0.000658168,0.004268504,0.012321728,0.035707076,0.045934134,0.166069665,0.320308555,0.360920107,0.3992577,0.581045764,0.847224521,1.19,1.5,1.7,1.9,2.1,2.5,2.9,3.5,5.8,7.4,8,8.364171285,11.66019198,17.8688792,
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.80249E-06,2.36745E-05,0.000886395,0.003692909,0.012076656,0.033807712,0.095986603,0.328631508,0.864039264,1.917351717,2.815153848,4.459018426,5.828197614,6.963215515,8.42001224,10.29752474,14.54958564,19.47367514,24.02208028,29.28104208,32.74442607,36.13834677,38.73473182,41.17134737,44.11887701,47.65282462,50.05697939,55.75395573,60.22353285,66.17135749,70.29031532,
Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000472386,0.00493507,0.018974833,0.067196214,0.139804192,0.298718443,0.535307743,1.017510899,1.529287979,2.498904671,3.604700649,6.610268139,9.122321752,12.92509471,15.01762186,17.8024061,23.02674355,28.30212244,34.79866288,40.04566215,45.41396791,50.72256693,53.55780111,57.55975307,59.38503101,63.29786028,67.0101078,73.10004329,77.05831996,80.10138749,83.73850761,
Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010929139,0.211139465,0.305583935,0.590363264,0.8,0.9,1,1.2,1.5,1.8,2,2.2,2.4,2.6,3,3.5,4,4.5,5.7,7.12,11.31,12.36022497,15.5,20.72732716,29.07583302,34.98405528,
Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000522,0.000343725,0.013580966,0.038614321,0.074825338,0.115472136,0.360522185,1.091218985,2.426242432,3.689041279,5.556326121,7.531250335,9.299027238,10.67730332,15.02600436,17.16071472,20.03,18.2,20.1,22.4,23.66992562,26.46,28.94,34.89,39.31612674,47.50496562,52.89192934,56.81748093,66.65241946,77.84374066,85.27,
Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,0.032791858,0.048599595,0.051259133,0.055462827,0.064583777,0.077479907,0.298690024,3.772406207,7.197619518,8.78,10.07,11.55,13.03,14.51,16,17.49,18.98,20.47,21.96,,,,,
Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,0.04502077,0.133282183,0.175209518,0.302132016,0.425182632,0.754053983,0.997256559,1.319573118,1.406360688,1.75,1.95,3,5,7.1958,9.6,12.2,14.99677482,17.99032446,21.25099741,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.002287795,0.009946517,0.021837413,0.044326317,0.106473583,0.314527849,0.613916989,1.23802915,2.05911716,3.892036814,5.629584043,8.869886677,11.30469502,14.44249497,16.68118075,20.8961574,23.92634638,26.71078452,31.30983231,35.01074087,39.73395419,43.42415818,46.43729755,49.0243585,54.63615473,57.71611998,60.23839345,63.55910428,68.69474016,74.0372714,76.18856803,
Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0.099031768,0.5,1,1.5,2,3,4,7,11,17.5,18.6,21.2,24.2,27.6,28.00455613,34.12927356,39.45131242,
Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.000244978,0.002014405,0.011439386,0.026861697,0.080018705,0.170264117,0.438810678,0.867364675,1.14949573,2.815314732,4.040950617,7.520908773,8.509016998,9.876186858,11.86498872,14.97984984,17.61604773,20.5177528,22.78457372,25.78211374,29.49367294,34.53470667,38.83576264,42.91990626,48.44783981,54.08502883,62.11813288,68.2819952,73.17428316,
Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.12323112,0.163793456,0.510866122,0.765134358,1.01796712,2.434398044,2.825371839,2.907297316,2.985817368,3.952373895,4.907782762,5.853944095,7.179865329,8.110769944,10,16,25,30,32.75396061,35.95444145,38.65127243,39.95,46.2,53.4,61.78962999,66.64843101,71.58657964,
South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8.47208E-05,0.000165773,0.000851278,0.019977267,0.040563748,0.060038244,0.116990402,0.22607284,0.475420662,0.670682911,1.476901815,1.874251173,2.224307598,2.586916771,3.020636497,4.007624014,4.432263319,5.142473141,7.169207591,9.220739374,10.0980445,11.30304582,12.83055071,14.1987495,16.20371292,18.01222168,20.22645891,27.99036119,39.24174856,42.84727418,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00103339,0.003006051,0.008724506,0.018911593,0.051620304,0.072317886,0.135088536,0.244727115,0.373976533,0.516909538,0.65654494,0.839168617,1.114832948,1.495270272,2.015888472,2.659157032,3.369998386,3.669101868,4.3129981,6.137967844,7.596635252,9.28488742,11.1593891,13.36898543,16.01170993,18.63630831,21.2702329,24.8252702,27.7649274,31.82428951,35.86173873,
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.158149899,0.393080525,1.173174658,2.724825339,5.814250962,7.721411474,15.38462722,21.99867548,25.97176411,27.02427008,28.97671243,30.00374858,32.3,34.8,44.3,48.5,55.2,57.5,59.9,62.4,65.1,67.8,70.6,,78.96497802,78.67115844,79,
Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.007379544,0.011191954,0.027615372,0.043656974,0.107940957,1.602494764,2.750740293,4.297966035,5.252887295,6.490845795,8.528817752,9.655086542,12.98640865,17.1,27.53,34.07,36.8,39.1,41.4416,43.8,46.16,46.49999434,49.59999484,55.50015506,64.19081023,66.6999983,72.80748713,78.98965145,
Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.008457732,0.049869182,0.081691205,0.192724936,0.473695432,0.698805129,2.292117685,3.761685035,5.189481461,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.06571043,45.13,46.25,51.04,53.74497914,58.34773401,64.68461768,71.04276084,73.97670229,77.6695605,81.41,
Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,5.241639585,5.7,6.3,6.9,7.6,8.3,9.1,10,11.2,12.8,14.6,16.5,18.7,21.2,24.1,27.3,31,35.2,,,,71.58657964,
Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.001622155,0.007900283,0.009244125,0.075130889,0.11719444,0.171300351,0.222484414,0.676962857,0.877574971,1.1,1.3,1.6,1.9,2.4,2.9,3.2,3.95,4.4,7,10,13.50423285,15.99999943,17.1,18.27725712,23.44750876,31.63313086,
Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.002863471,0.004625948,0.010319341,0.065289465,0.10554394,0.163714063,0.237945087,0.384093505,0.46484984,0.71997068,1.742205503,2.529363038,3.671965351,3.88,4.1,4.3,4.6,4.8,5.1,5.4,5.8,5.9,5.9,6,6.017815092,6.1,10.34242044,
